area,floorRange,propertyType,district,typeOfArea,tenure,street,project,marketSegment,property_key
41.0,01-05,Apartment,8,Strata,Freehold,RACE COURSE ROAD,SOHO @ FARRER,RCR,p-6c87475c6
94.0,06-10,Apartment,8,Strata,Freehold,RACE COURSE ROAD,SOHO @ FARRER,RCR,p-32d18ba89
115.0,06-10,Apartment,14,Strata,Freehold,LORONG 3 GEYLANG,CANNE LODGE,RCR,p-711e73ae9
76.0,06-10,Apartment,14,Strata,Freehold,LORONG 3 GEYLANG,CANNE LODGE,RCR,p-fe8780b49
114.0,06-10,Apartment,14,Strata,Freehold,LORONG 3 GEYLANG,CANNE LODGE,RCR,p-4c1cc030b
135.0,11-15,Apartment,14,Strata,Freehold,LORONG 3 GEYLANG,CANNE LODGE,RCR,p-ea3a3ab59
74.0,01-05,Apartment,10,Strata,99 yrs lease commencing from 2013,TAN KIM CHENG ROAD,THE SIENA,CCR,p-3cb8dd891
50.0,01-05,Apartment,10,Strata,99 yrs lease commencing from 2013,TAN KIM CHENG ROAD,THE SIENA,CCR,p-cf688bd67
73.0,01-05,Apartment,10,Strata,99 yrs lease commencing from 2013,TAN KIM CHENG ROAD,THE SIENA,CCR,p-bc64d0b54
84.0,01-05,Apartment,10,Strata,99 yrs lease commencing from 2013,TAN KIM CHENG ROAD,THE SIENA,CCR,p-24430011a
70.0,01-05,Apartment,10,Strata,99 yrs lease commencing from 2013,TAN KIM CHENG ROAD,THE SIENA,CCR,p-83802ad36
82.0,01-05,Apartment,8,Strata,Freehold,DORSET ROAD,VOGX,RCR,p-04bb847a3
193.0,01-05,Apartment,8,Strata,Freehold,DORSET ROAD,VOGX,RCR,p-99a59c255
144.0,01-05,Apartment,8,Strata,Freehold,DORSET ROAD,VOGX,RCR,p-4d86ecdbd
50.0,01-05,Apartment,8,Strata,Freehold,DORSET ROAD,VOGX,RCR,p-c54f78375
107.0,01-05,Apartment,8,Strata,Freehold,DORSET ROAD,VOGX,RCR,p-05584609c
120.0,06-10,Apartment,11,Strata,Freehold,MOULMEIN RISE,LA MAISON,CCR,p-bb40e3c4d
117.0,11-15,Apartment,11,Strata,Freehold,MOULMEIN RISE,LA MAISON,CCR,p-7790985f9
120.0,01-05,Apartment,11,Strata,Freehold,MOULMEIN RISE,LA MAISON,CCR,p-e8afc7e49
121.0,06-10,Apartment,11,Strata,Freehold,MOULMEIN RISE,LA MAISON,CCR,p-bdc90f8c3
121.0,01-05,Apartment,11,Strata,Freehold,MOULMEIN RISE,LA MAISON,CCR,p-e80ca4e8c
73.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-d785bf899
110.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-eaf25306b
142.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-598eeaf28
51.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-0fc358a51
277.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-f0ef82117
58.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-84d701e28
241.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-3ec2ba1a6
54.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-e9ce5ab57
114.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-aed4a0aca
56.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-e2de6f400
156.0,01-05,Condominium,10,Strata,Freehold,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,p-5125f0e9b
333.0,21-25,Condominium,10,Strata,Freehold,ARDMORE PARK,SCULPTURA ARDMORE,CCR,p-5e41f89eb
274.0,01-05,Condominium,10,Strata,Freehold,ARDMORE PARK,SCULPTURA ARDMORE,CCR,p-adcce6912
437.0,06-10,Condominium,10,Strata,Freehold,ARDMORE PARK,SCULPTURA ARDMORE,CCR,p-7a128ae56
81.0,01-05,Apartment,11,Strata,Freehold,THOMSON ROAD,ENG AUN MANSION,CCR,p-89d70a288
93.0,01-05,Apartment,11,Strata,Freehold,THOMSON ROAD,ENG AUN MANSION,CCR,p-3cccd58ae
115.0,01-05,Apartment,11,Strata,Freehold,SURREY ROAD,RESIDENTIAL APARTMENTS,CCR,p-1a9094eea
253.0,11-15,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-ea93fa9f6
272.0,01-05,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-cfa2c74b1
363.0,01-05,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-41459db5f
104.0,06-10,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-7824a87e3
183.0,01-05,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-119b6c08f
183.0,06-10,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-48349f2d3
249.0,11-15,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-4ec46e87d
199.0,11-15,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-55f49b647
228.0,06-10,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-dd90d9c43
188.0,01-05,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-697ca89a7
233.0,06-10,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-45f23ed70
242.0,01-05,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-725caaa39
232.0,06-10,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-3b60f560c
231.0,06-10,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-f50474990
181.0,06-10,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-6bd54cc4c
104.0,01-05,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-acb876ff1
138.0,01-05,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-cd754b1b1
287.0,01-05,Condominium,10,Strata,Freehold,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,p-9f47bd4c0
137.0,01-05,Apartment,8,Strata,Freehold,STURDEE ROAD NORTH,STURDEE VIEW,RCR,p-79efb4bcd
277.0,01-05,Apartment,11,Strata,Freehold,GOLDHILL AVENUE,HILLS APARTMENT,CCR,p-fb1dcc4b8
338.0,01-05,Apartment,11,Strata,Freehold,GOLDHILL AVENUE,HILLS APARTMENT,CCR,p-f80e8b84e
296.0,06-10,Apartment,11,Strata,Freehold,GOLDHILL AVENUE,HILLS APARTMENT,CCR,p-d64717ce5
233.2,-,Terrace,14,Land,Freehold,LORONG SARINA,SARINA PARK,OCR,p-05ba091a5
376.0,01-05,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-f728e1779
255.0,11-15,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-b324a56df
376.0,21-25,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-6687334df
376.0,11-15,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-b6865f95c
376.0,26-30,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-daa2d011f
376.0,16-20,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-57724e676
255.0,06-10,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-10aa82114
255.0,31-35,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-4cfcfaf9f
255.0,01-05,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-f8ed222cb
460.0,36-40,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-a9937d4d2
255.0,26-30,Condominium,10,Strata,Freehold,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,p-42723c42b
32.0,01-05,Apartment,14,Strata,Freehold,SIMS AVENUE,SUITES @ SIMS,RCR,p-3acc8ef23
35.0,01-05,Apartment,14,Strata,Freehold,SIMS AVENUE,SUITES @ SIMS,RCR,p-cc55685f7
33.0,01-05,Apartment,14,Strata,Freehold,SIMS AVENUE,SUITES @ SIMS,RCR,p-e91943d69
86.0,01-05,Apartment,14,Strata,Freehold,SIMS AVENUE,SUITES @ SIMS,RCR,p-315d7989a
56.0,01-05,Apartment,14,Strata,Freehold,SIMS AVENUE,SUITES @ SIMS,RCR,p-4a6946dc5
253.0,-,Strata Terrace,11,Strata,Freehold,BARKER ROAD,BARKER TERRACES,CCR,p-04938a389
245.0,-,Strata Terrace,11,Strata,Freehold,BARKER ROAD,BARKER TERRACES,CCR,p-ebeeed8f7
243.0,-,Strata Terrace,11,Strata,Freehold,BARKER ROAD,BARKER TERRACES,CCR,p-9ee524b47
44.0,01-05,Apartment,10,Strata,Freehold,JALAN MUTIARA,M5,CCR,p-9136f6c08
44.0,11-15,Apartment,10,Strata,Freehold,JALAN MUTIARA,M5,CCR,p-4052b244c
41.0,06-10,Apartment,10,Strata,Freehold,JALAN MUTIARA,M5,CCR,p-6fac33e06
108.0,01-05,Apartment,14,Strata,Freehold,GUILLEMARD ROAD,GUILLEMARD VIEW,RCR,p-0e03ef243
110.0,01-05,Apartment,14,Strata,Freehold,GUILLEMARD ROAD,GUILLEMARD VIEW,RCR,p-837e75f47
126.0,01-05,Apartment,14,Strata,Freehold,GUILLEMARD ROAD,GUILLEMARD VIEW,RCR,p-dcacc874e
124.0,01-05,Apartment,14,Strata,Freehold,GUILLEMARD ROAD,GUILLEMARD VIEW,RCR,p-cf8b2c30b
112.0,01-05,Apartment,14,Strata,Freehold,GUILLEMARD ROAD,GUILLEMARD VIEW,RCR,p-abdbbebae
470.0,11-15,Apartment,11,Strata,Freehold,MANDALAY ROAD,MANDALAY TOWERS,CCR,p-e7608e206
233.0,01-05,Apartment,11,Strata,Freehold,MANDALAY ROAD,MANDALAY TOWERS,CCR,p-bb03b9348
233.0,06-10,Apartment,11,Strata,Freehold,MANDALAY ROAD,MANDALAY TOWERS,CCR,p-0c57edcce
258.0,01-05,Apartment,10,Strata,Freehold,ORANGE GROVE ROAD,RESIDENTIAL APARTMENTS,CCR,p-5c98147ba
255.0,01-05,Apartment,10,Strata,Freehold,ORANGE GROVE ROAD,RESIDENTIAL APARTMENTS,CCR,p-d9905c8a3
441.0,01-05,Apartment,14,Strata,Freehold,LORONG 32 GEYLANG,RESIDENTIAL APARTMENTS,RCR,p-15ec95e6d
75.0,11-15,Apartment,11,Strata,Freehold,SINARAN DRIVE,NOVELIS,CCR,p-4bb1c61bd
78.0,11-15,Apartment,11,Strata,Freehold,SINARAN DRIVE,NOVELIS,CCR,p-c38c155e7
49.0,01-05,Apartment,11,Strata,Freehold,SINARAN DRIVE,NOVELIS,CCR,p-b494c522e
49.0,06-10,Apartment,11,Strata,Freehold,SINARAN DRIVE,NOVELIS,CCR,p-ad92f5cdd
75.0,01-05,Apartment,11,Strata,Freehold,SINARAN DRIVE,NOVELIS,CCR,p-deb5e53db
117.0,21-25,Condominium,9,Strata,Freehold,BIDEFORD ROAD,RICHMOND PARK,CCR,p-397d4ef5d
117.0,11-15,Condominium,9,Strata,Freehold,BIDEFORD ROAD,RICHMOND PARK,CCR,p-0426354a1
94.0,21-25,Condominium,9,Strata,Freehold,BIDEFORD ROAD,RICHMOND PARK,CCR,p-ea1aa24ca
144.0,16-20,Condominium,9,Strata,Freehold,BIDEFORD ROAD,RICHMOND PARK,CCR,p-d2b6fd163
120.0,11-15,Condominium,9,Strata,Freehold,BIDEFORD ROAD,RICHMOND PARK,CCR,p-8147a4748
117.0,16-20,Condominium,9,Strata,Freehold,BIDEFORD ROAD,RICHMOND PARK,CCR,p-1b403c9a7
117.0,01-05,Condominium,9,Strata,Freehold,BIDEFORD ROAD,RICHMOND PARK,CCR,p-a0ffe80bc
117.0,06-10,Condominium,9,Strata,Freehold,BIDEFORD ROAD,RICHMOND PARK,CCR,p-a719dc954
161.0,11-15,Condominium,9,Strata,Freehold,BIDEFORD ROAD,RICHMOND PARK,CCR,p-2c684a751
116.0,06-10,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-129947dcf
311.0,01-05,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-4f6d51298
160.0,11-15,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-aa9a1958d
157.0,01-05,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-f36a775df
160.0,01-05,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-0e87a63d2
225.0,11-15,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-f172ba5e7
192.0,11-15,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-b518aa630
131.0,01-05,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-de61f9c2e
140.0,06-10,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-a320f81b7
128.0,11-15,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-d13045506
140.0,01-05,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-2e1d4dba7
116.0,11-15,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-ad6b934d3
131.0,06-10,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-f2ca143b7
128.0,01-05,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-e3da721f0
128.0,06-10,Condominium,10,Strata,Freehold,STEVENS ROAD,THE EQUATORIAL,CCR,p-5c4400a79
114.0,01-05,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-752a67fa1
139.0,26-30,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-01b640f54
127.0,11-15,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-6dded4413
127.0,01-05,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-2112857a1
162.0,16-20,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-4b2aefcf3
139.0,11-15,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-d9f4a735f
53.0,06-10,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-ed3948ca8
162.0,01-05,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-5f51873d6
114.0,16-20,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-51d4582e9
89.0,21-25,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-0fba85c57
114.0,26-30,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-f18d84f90
53.0,21-25,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-717ce7ad1
53.0,16-20,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-1303b5e46
139.0,21-25,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-0b10511dc
114.0,11-15,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-1e621ae13
53.0,26-30,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-541cdb9dd
114.0,21-25,Condominium,9,Strata,Freehold,KIM SENG ROAD,MIRAGE TOWER,CCR,p-0e4f8bff3
128.0,01-05,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE 87,CCR,p-6a3942f55
119.0,01-05,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE 87,CCR,p-76b3bb167
124.0,01-05,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE 87,CCR,p-4ed88f703
114.0,01-05,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE 87,CCR,p-3a75c9d87
133.0,06-10,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE 87,CCR,p-fa798db96
105.0,01-05,Apartment,14,Strata,Freehold,LORONG 13 GEYLANG,RESIDENTIAL APARTMENTS,RCR,p-c87bb0e96
124.4,01-05,Apartment,8,Strata,9999 yrs lease commencing from 1957,STARLIGHT ROAD,RESIDENTIAL APARTMENTS,RCR,p-01be32d3c
96.0,01-05,Apartment,13,Strata,Freehold,MEYAPPA CHETTIAR ROAD,AO JIANG APARTMENTS,RCR,p-bf5f521fa
93.0,01-05,Apartment,13,Strata,Freehold,MEYAPPA CHETTIAR ROAD,AO JIANG APARTMENTS,RCR,p-aa79d0019
106.0,01-05,Apartment,13,Strata,Freehold,MEYAPPA CHETTIAR ROAD,AO JIANG APARTMENTS,RCR,p-2bfb456ce
129.0,01-05,Apartment,13,Strata,Freehold,MEYAPPA CHETTIAR ROAD,AO JIANG APARTMENTS,RCR,p-000132de8
322.0,11-15,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,FONTANA HEIGHTS,CCR,p-36d9a2767
321.0,16-20,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,FONTANA HEIGHTS,CCR,p-5be4709f7
321.0,06-10,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,FONTANA HEIGHTS,CCR,p-1cb2b905e
382.0,01-05,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,FONTANA HEIGHTS,CCR,p-502c3ca40
322.0,16-20,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,FONTANA HEIGHTS,CCR,p-4f5e68cd9
442.0,01-05,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,FONTANA HEIGHTS,CCR,p-74f4aafd2
328.6,-,Semi-detached,10,Land,Freehold,JALAN KEBAYA,HOLLLAND GROVE PARK,CCR,p-539d64e03
121.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-208e3358f
136.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-49e87860e
123.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-c813f4f80
215.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-a335055cf
310.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-0a86b9f2e
176.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-a22e6bd00
311.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-db19cc0d2
161.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-5900755e6
137.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-5f9d88c27
164.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-fe471113e
179.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-1f2630ec2
124.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-583ddb9f4
165.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-894b3ac0a
185.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-1a2b78901
251.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-8b9a29fff
130.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-987f1b2fb
94.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-2fdbc08c9
119.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-040c26432
337.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-18f55a6c0
334.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-df99eeed8
118.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-88365f15f
195.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 1996,TREVOSE CRESCENT,THE TREVOSE,CCR,p-38fc4a377
288.0,06-10,Apartment,10,Strata,Freehold,BELMONT ROAD,THE BELMONT,CCR,p-b128aaa8a
288.0,01-05,Apartment,10,Strata,Freehold,BELMONT ROAD,THE BELMONT,CCR,p-3a6189cdc
255.0,01-05,Condominium,10,Strata,Freehold,BALMORAL PARK,THE BALMORAL,CCR,p-f0ffeddd5
263.0,01-05,Condominium,10,Strata,Freehold,BALMORAL PARK,THE BALMORAL,CCR,p-5d496aee5
291.0,01-05,Condominium,10,Strata,Freehold,BALMORAL PARK,THE BALMORAL,CCR,p-d83be6328
293.0,01-05,Condominium,10,Strata,Freehold,BALMORAL PARK,THE BALMORAL,CCR,p-ef6787a00
247.0,01-05,Condominium,10,Strata,Freehold,BALMORAL PARK,THE BALMORAL,CCR,p-207348ce9
560.0,06-10,Condominium,10,Strata,Freehold,BALMORAL PARK,THE BALMORAL,CCR,p-25d856376
304.0,01-05,Condominium,10,Strata,Freehold,NASSIM ROAD,NASSIM JADE,CCR,p-c293df748
298.0,01-05,Condominium,10,Strata,Freehold,NASSIM ROAD,NASSIM JADE,CCR,p-ef6d95b90
171.0,01-05,Condominium,10,Strata,Freehold,NASSIM ROAD,NASSIM JADE,CCR,p-9704c0c31
200.0,01-05,Condominium,10,Strata,Freehold,NASSIM ROAD,NASSIM JADE,CCR,p-4dabb5cc2
468.0,01-05,Condominium,10,Strata,Freehold,NASSIM ROAD,NASSIM JADE,CCR,p-c6ae19413
322.0,01-05,Condominium,10,Strata,Freehold,NASSIM ROAD,NASSIM JADE,CCR,p-eec364411
88.0,11-15,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-a1d33f069
65.0,11-15,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-45ce3d889
53.0,16-20,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-94693f2f1
65.0,06-10,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-4af65ef18
79.0,06-10,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-39a1f8077
39.0,11-15,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-9451f9cc4
65.0,01-05,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-865d772dd
137.0,16-20,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-833a4d153
88.0,06-10,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-70a8ac910
39.0,01-05,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-58e91e23a
71.0,11-15,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-c4dba2136
80.0,11-15,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-88aa1401a
80.0,16-20,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-a740129fc
88.0,01-05,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-2aa33632e
80.0,01-05,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-d09b53287
65.0,16-20,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-18580e73f
71.0,01-05,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-61dd6379c
80.0,06-10,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-f72107d04
79.0,01-05,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-16f024b0b
63.0,01-05,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-04993a165
53.0,11-15,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-0528b4ded
53.0,06-10,Condominium,14,Strata,99 yrs lease commencing from 2014,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,p-c80a18724
52.0,06-10,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE 80,CCR,p-4210eefdf
40.0,01-05,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE 80,CCR,p-bf2c44a78
54.0,01-05,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE 80,CCR,p-9411dd4bf
54.0,06-10,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE 80,CCR,p-0aa02afd4
38.0,01-05,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE 80,CCR,p-3175a7bf3
