street,project,district,lat,lng,num_schools_1km,num_supermarkets_500m,num_mrt_stations_500m
UPPER CHANGI ROAD,PALMWOODS,16,1.33748407521777,103.959661548482,3,3,4
LORONG MELAYU,BLISS VILLE,14,1.32374715619118,103.909135122768,3,2,2
LORONG LEW LIAN,CHERRY GARDENS,19,1.35002879580504,103.878726357571,8,1,3
JALAN TUA KONG,PARK EAST,15,1.31762452801672,103.924776770486,3,0,1
MEYER ROAD,THE MEYERISE,15,1.29693793396578,103.892708682576,2,0,2
JALAN LOYANG BESAR,RIZ HAVEN,17,1.37989464950184,103.96274397719,1,0,0
JURONG WEST CENTRAL 3,THE CENTRIS,22,1.33885384719555,103.704726233719,4,2,2
KOVAN ROAD,KOVAN MELODY,19,1.3600576929646,103.884105154369,3,2,1
JALAN GEMBIRA,MACPHERSON GARDEN ESTATE,13,1.3326787108416,103.879504003061,5,2,1
WEST COAST WAY,CARABELLE,5,1.3180254812967,103.756289455625,4,0,0
LORONG 34 GEYLANG,RESIDENTIAL APARTMENTS,14,1.31293932262124,103.887875532938,7,2,5
TANJONG KATONG ROAD,BENG TONG MANSION,15,1.30838100845761,103.894919104455,8,0,1
RIVER VALLEY ROAD,ASPEN HEIGHTS,9,1.29425888278719,103.840800556526,6,2,7
BROOKE ROAD,EAST VIEW,15,1.30381233621834,103.903604161886,8,6,2
ALEXANDRA ROAD,THE ANCHORAGE,3,1.28969004585591,103.805470415063,1,2,1
DORSET ROAD,DORSET MANSIONS,8,1.31350017106513,103.849977133757,6,1,3
KOVAN ROAD,KOVAN RESIDENCES,19,1.36156729111649,103.885363752044,3,2,1
PASIR RIS GROVE,LIVIA,18,1.37305703366527,103.942459094386,4,0,1
GREEN LANE,ONE K GREENLANE,15,1.31099479160291,103.893442315049,9,1,3
JALAN MASJID,KEMBANGAN PLAZA,14,1.32037255609864,103.912642849629,1,2,1
LORONG G TELOK KURAU,ESPIRA SPRING,15,1.31742494084104,103.910444979932,1,0,2
RODYK STREET,WATERMARK ROBERTSON QUAY,9,1.29093691491922,103.838346278046,2,1,5
JALAN SULTAN,TEXTILE CENTRE,7,1.30393835645617,103.861630792094,2,3,6
BALESTIER ROAD,BALESTIER POINT,12,1.32242229055037,103.852590390225,6,1,1
MARTIN PLACE,MARTIN MODERN,9,1.2934966639073,103.8381049101,4,1,4
JALAN CHEGAR,THOMSON GARDEN ESTATE,20,1.35388451913049,103.838403046335,5,1,2
BLAIR ROAD,BLAIR PLAIN CONSERVATION AREA,2,1.27690165135904,103.837178791105,1,0,6
BEDOK RESERVOIR VIEW,AQUARIUS BY THE PARK,16,1.33781310073984,103.935679722167,7,0,2
CHAPEL CLOSE,RESIDENTIAL APARTMENTS,15,1.30782846253881,103.906571238515,6,4,2
PHILLIPS AVENUE,3@PHILLIPS,19,1.36337539329938,103.874531123321,2,0,0
ADAM ROAD,ADAM PARK CONDOMINIUM,11,1.32784327123408,103.813314335087,5,0,3
SHELFORD ROAD,SHELFORD SUITES,11,1.32660135432463,103.812654850327,7,4,3
PASIR PANJANG HILL,D' HILLSIDE LOFT,5,1.28122139862594,103.785348226184,0,0,2
KELLOCK ROAD,KELLOCK LODGE,10,1.29489158756341,103.829699558094,2,4,3
LORONG G TELOK KURAU,SUITES TWENTY-TWO,15,1.31703192898133,103.909654307913,3,0,2
KIM SENG WALK,TIARA,9,1.29523854569476,103.831012386123,2,2,4
PUNGGOL WALK,ECOPOLITAN,19,1.40095786533886,103.897803793847,4,2,1
JALAN RAJA UDANG,GLOBAL VILLE,12,1.32751668761838,103.842603758766,9,3,3
CASHEW ROAD,CASHEW PARK CONDOMINIUM,23,1.37140419385881,103.767646235825,5,0,1
JALAN MASJID,KEMBANGAN COURT,14,1.319622124356,103.912288714696,1,2,1
IRRAWADDY ROAD,CASA IRRAWADDY,12,1.32493712413545,103.846068919286,7,3,2
SURREY ROAD,SUITES @ SURREY,11,1.31640035574617,103.841671833933,10,3,3
ROSEWOOD DRIVE,CASABLANCA,25,1.43051558092835,103.785530104269,12,1,3
SERANGOON AVENUE 3,THE SPRINGBLOOM,19,1.35108426226767,103.864274038787,5,0,2
BALMORAL ROAD,GOODWOOD GRAND,10,1.31490658738376,103.833656788561,7,1,2
ARTHUR ROAD,ARTHUR 118,15,1.29881700010487,103.887872844083,4,0,1
RIVERVALE CRESCENT,RIVERVALE CREST,19,1.39086781070277,103.904188880213,6,1,1
WEST COAST CRESCENT,BLUE HORIZON,5,1.29695100013987,103.765436140212,0,0,0
HOLLAND ROAD,HOLLAND MEWS,10,1.30933084034523,103.806235900413,0,0,1
CASHEW ROAD,ESPA,23,1.36951516897318,103.765201945383,4,0,2
TANJONG RHU ROAD,WATER PLACE,15,1.29670488898903,103.872450354218,0,0,2
HUME AVENUE,HUME PARK I,21,1.35341263561796,103.768701565397,0,0,0
BUKIT BATOK EAST AVENUE 2,HILLVIEW REGENCY,23,1.35213754685233,103.759354902417,4,0,0
CAIRNHILL CIRCLE,CAIRNHILL RESIDENCES,9,1.30656259650495,103.837800731046,6,2,5
SIN MING WALK,THOMSON GRAND,20,1.36534920847374,103.830268477018,1,0,2
SERANGOON AVENUE 3,CHILTERN PARK,19,1.34986198545139,103.864551955664,5,0,2
CARPMAEL ROAD,THE CARPMAELINA,15,1.31256481224506,103.897986495436,8,6,3
EASTWOOD ROAD,FAIRMOUNT CONDOMINIUM,16,1.32098841923667,103.95588211997,0,1,2
SIMEI STREET 3,EASTPOINT GREEN,18,1.33954520418255,103.951022111706,2,3,1
MARTABAN ROAD,DE PARADISO,12,1.32408289110494,103.85062927516,6,0,1
LORONG K TELOK KURAU,THE VESTA,15,1.31321691347859,103.913873612046,7,0,2
WOODLEIGH CLOSE,PARC MONDRIAN,13,1.33613159487996,103.867988203923,6,4,2
WEST COAST PARK,THE INFINITI,5,1.31953454003701,103.755041065315,3,0,0
LEICESTER ROAD,ONE LEICESTER,13,1.32943069562467,103.867357251861,6,3,1
KILLINEY ROAD,LA CRYSTAL,9,1.29617714762777,103.836877654727,5,2,5
HINDHEDE WALK,SOUTHAVEN I,21,1.34726029144314,103.773320827343,0,0,1
DEVONSHIRE ROAD,ONE DEVONSHIRE,9,1.29719285545648,103.837470929944,5,2,8
MEYER PLACE,MEYER RESIDENCE,15,1.29858791034804,103.88619459663,4,0,2
EAST COAST ROAD,SPRINGVALE,15,1.31291496683245,103.924721677755,5,2,1
PASIR PANJANG HILL,LE HILL CONDOMINIUM,5,1.28275382565309,103.785347646917,0,0,2
JALAN BINGKA,RESIDENTIAL APARTMENTS,21,1.3407150391813,103.780009359197,1,2,2
JALAN MASJID,KINGSTON TERRACE,14,1.31988333946031,103.91286258641,1,2,1
ADAM ROAD,ADAM PLACE,11,1.32522289753749,103.813021562629,7,4,3
DUNMAN ROAD,PARADISE PALMS,15,1.30995539026609,103.89532041072,11,0,3
TANJONG KATONG ROAD,CHELSEA LODGE,15,1.30531449478909,103.895938058127,6,0,2
BISHAN STREET 21,RAFFLESIA CONDOMINIUM,20,1.34799260760433,103.843315247205,15,0,4
JALAN DUSUN,GAIA,12,1.32784510851012,103.843709435735,9,3,3
JALAN MAS PUTEH,RESIDENTIAL APARTMENTS,5,1.3078371174284,103.763593736689,6,0,1
PUNGGOL WALK,TWIN WATERFALLS,19,1.40168540715792,103.89768446125,4,3,1
KIM KEAT ROAD,REGAL COURT,12,1.32467219356956,103.852850424074,2,1,0
DUKU ROAD,DUKU COURT,15,1.3106372663551,103.906033706628,6,2,1
ELIZABETH DRIVE,HILLVISTA,23,1.35992152404272,103.763392299233,2,1,1
LORONG 17 GEYLANG,RESIDENTIAL APARTMENTS,14,1.314201069582,103.87856759304,2,3,3
JALAN BANGKET,MAYFAIR PARK,21,1.34013836909782,103.779976424044,1,2,2
FERNVALE CLOSE,LUSH ACRES,28,1.39533196172236,103.879513735252,1,2,0
ST. MICHAEL'S ROAD,SUNVILLE,12,1.32656203245391,103.863658971562,5,3,2
LORONG 35 GEYLANG,REGAL 35,14,1.31567200360524,103.888350601456,5,2,4
PAYA LEBAR CRESCENT,TANGERINE GROVE,19,1.34981353763728,103.880745484871,8,1,3
STIRLING ROAD,QUEENS,3,1.29299604681606,103.805665563173,2,1,1
LORONG 6 GEYLANG,TORIEVILLE,14,1.31023304235153,103.876639993418,0,2,4
NATHAN ROAD,NATHAN SUITES,10,1.29522123322474,103.827149602901,2,2,3
JALAN REMAJA,CENTURY MANSIONS,23,1.35738951423417,103.762088063021,1,0,1
HUME AVENUE,SYMPHONY HEIGHTS,21,1.35601306530537,103.766973048822,0,0,1
LAKEPOINT DRIVE,LAKEPOINT CONDOMINIUM,22,1.34047509435306,103.716756016953,7,0,1
HINDHEDE WALK,SPRINGDALE CONDOMINIUM,21,1.34829521002806,103.772302801598,0,0,1
ST. MARTIN'S DRIVE,ST MARTIN'S APARTMENT,10,1.30572071122629,103.824830770408,0,3,4
CHOA CHU KANG NORTH 7,REGENT GROVE,23,1.39931151971397,103.748806666421,4,2,1
BAYSHORE ROAD,THE BAYSHORE,16,1.31242002290993,103.938628539327,1,0,2
ANCHORVALE CRESCENT,BELLEWATERS,19,1.39901716420001,103.89098971955,4,3,1
LORONG L TELOK KURAU,PINEHURST CONDOMINIUM,15,1.31223185388565,103.915187125833,7,0,1
MEYER ROAD,THE MAKENA,15,1.2976926630287,103.89444607007,2,0,2
SUNBIRD ROAD,SUNBIRD VIEW,16,1.33936801996841,103.956237439087,3,0,4
SEMBAWANG ROAD,HONG HENG MANSIONS,26,1.40263778458236,103.818205033094,0,0,1
JOO CHIAT LANE,EASTVILLE APARTMENTS,15,1.31292961264321,103.902950421986,6,3,1
BUKIT BATOK STREET 25,PARKVIEW APARTMENTS,23,1.34093520136311,103.76066764737,5,0,0
ST. MICHAEL'S ROAD,ST MICHAEL REGENCY,12,1.32791955421654,103.86384632382,5,3,2
INDUS ROAD,EMERALD PARK,3,1.28948198551176,103.830085402755,3,1,3
BEDOK SOUTH AVENUE 1,CASAFINA,16,1.31522965274348,103.933965030045,1,0,2
BUKIT DRIVE,THE RAINTREE,21,1.34880740814246,103.774505527833,0,0,1
DUKE'S ROAD,DUKES RESIDENCE,10,1.32154779808392,103.811286641965,6,4,4
EASTWOOD ROAD,EASTWOOD CENTRE,16,1.32154249881548,103.955535617961,0,1,2
PASIR PANJANG HILL,THE GRANDHILL,5,1.28162632104242,103.784869452404,0,0,2
PINE GROVE,CAVENDISH PARK,21,1.31693715460421,103.774910099476,3,2,1
TANJONG RHU ROAD,EMERALD EAST,15,1.29962292549867,103.883776609641,3,0,2
YIO CHU KANG ROAD,THE CALROSE,26,1.38291612857094,103.836978305026,4,0,2
MARTIA ROAD,MARTIA RESIDENCE,15,1.30741544249629,103.911162786073,7,1,2
GUILLEMARD ROAD,NICOLE GREEN,14,1.30930458520869,103.879851001095,2,3,4
CHAY YAN STREET,THE REGENCY AT TIONG BAHRU,3,1.28186096037926,103.830562111061,3,2,4
LORONG N TELOK KURAU,DE CASALLE,15,1.31005783724773,103.91548310029,7,1,1
SIMEI STREET 1,MELVILLE PARK,18,1.3474010356449,103.958423126425,7,1,2
UPPER BUKIT TIMAH VIEW,BUKIT REGENCY,21,1.34713474066852,103.770939376989,0,0,1
BUKIT BATOK STREET 31,THE MADEIRA,23,1.35738955129343,103.749446308343,3,2,2
KIM YAM ROAD,LANGSTON VILLE,9,1.2949260365119,103.838947184938,5,1,7
DOVER RISE,DOVER PARKVIEW,5,1.30562191514323,103.783821726393,6,4,5
OXFORD ROAD,KENTISH LODGE,8,1.3157953905606,103.852804524115,7,2,1
CUSCADEN WALK,ANGULLIA PARK RESIDENCES @ ORCHARD,10,1.30361391565827,103.829242156982,0,5,3
LORONG 33 GEYLANG,CHEN FANG MANSIONS,14,1.31538221755903,103.887936481421,5,3,4
LORONG N TELOK KURAU,INOVA 100,15,1.31061801806954,103.91652908816,7,0,1
CEYLON ROAD,CEYLON RESIDENCE,15,1.30899729089026,103.899835000107,6,2,1
MEI HWAN DRIVE,GOLDENHILL PARK CONDOMINIUM,20,1.35311560076163,103.8626557772,8,0,1
EWE BOON ROAD,GISBORNE LIGHT,10,1.31624947059146,103.83042805227,8,0,4
CANBERRA DRIVE,1 CANBERRA,27,1.43769199919618,103.830277614211,4,0,1
LORONG K TELOK KURAU,SUNNYVALE RESIDENCES,15,1.31336026870657,103.915311167083,7,0,2
SHREWSBURY ROAD,TREASURE LOFT,11,1.31871181570346,103.849669528243,7,2,2
MOUNTBATTEN ROAD,TESSA LODGE,15,1.30282682267837,103.898355780325,6,0,2
DUCHESS AVENUE,DUCHESS CREST,10,1.32435477286284,103.802951580752,13,0,3
SEA AVENUE,EAST GALLERIA,15,1.3057998737184,103.907284703752,6,5,2
BRIGHT HILL DRIVE,BISHAN POINT,20,1.35965938478524,103.83269196692,1,1,2
LORONG CHUAN,THE CHUAN,19,1.34988776144934,103.860451783204,8,0,1
KIM YAM ROAD,GAMBIER COURT,9,1.29285140857469,103.83976315039,2,1,8
JALAN ULU SIGLAP,RESIDENTIAL APARTMENTS,15,1.31460659285154,103.927803838648,4,1,1
LORONG 37 GEYLANG,MORO MANSIONS,14,1.31528810526081,103.889430101654,5,2,4
HOLLAND HEIGHTS,HOLLAND TOWER,10,1.30757480796056,103.802891193537,1,0,2
LORONG 34 GEYLANG,GEYLANG HERITAGE,14,1.31302142355877,103.887521408189,7,2,5
JALAN RAMA RAMA,PAPILLON,12,1.3269225590077,103.849241627567,1,2,2
MARTIN ROAD,MARTIN EDGE,9,1.29188180117284,103.838014305218,2,0,4
ANTHONY ROAD,ORCHARD SCOTTS,9,1.31032066930575,103.838400921041,6,0,3
ST. MICHAEL'S ROAD,ONE ST MICHAEL'S,12,1.3247038792419,103.864608983,5,1,3
BEACH ROAD,SOUTH BEACH RESIDENCES,7,1.29438518375248,103.8560297971,2,5,8
TANAH MERAH KECHIL AVENUE,CASA MERAH,16,1.32974206632152,103.945670424231,4,2,1
UPPER EAST COAST ROAD,IDYLLIC EAST,16,1.3160878054443,103.946112888683,2,0,2
BAYSHORE ROAD,COSTA DEL SOL,16,1.31179905604909,103.939434253217,1,0,1
JALAN BUNGA RAMPAI,OASIS GARDEN,19,1.33881019635958,103.883036330141,4,0,2
YIO CHU KANG ROAD,CASTLE GREEN,26,1.38665607016721,103.841258679782,2,0,2
HUME AVENUE,SUMMERHILL,21,1.3582606053054,103.766168368351,2,0,1
LOYANG BESAR CLOSE,COASTAL BREEZE RESIDENCES,17,1.37816740380988,103.957248234037,3,2,0
JERVOIS ROAD,JERVOIS REGENCY,10,1.29449097781879,103.822065328522,1,0,2
LORONG 28 GEYLANG,ATRIUM RESIDENCES,14,1.31304113579468,103.885713201642,5,5,5
TANAH MERAH KECHIL ROAD,THE TANAMERA,16,1.32671436354145,103.943508397995,5,1,1
PASIR PANJANG ROAD,WEST-N,5,1.28224701621897,103.783453562772,0,0,1
GERALD DRIVE,SELETAR SPRINGS CONDOMINIUM,28,1.38820037710408,103.878493859317,2,2,0
JALAN MERAH SAGA,THE MERASAGA,10,1.31196298484589,103.797977203404,0,3,1
WILBY ROAD,THE TESSARINA,10,1.33270639181925,103.789363841721,0,0,2
HOLLAND ROAD,VERDURE,10,1.30899937042874,103.807302268297,0,0,1
HAVELOCK ROAD,HARVEST MANSIONS,3,1.28983034198102,103.831843416909,3,2,3
MARTABAN ROAD,CHELSEA GROVE,12,1.32404093093057,103.851081000091,6,0,1
ROSE LANE,ROSE VILLE,15,1.31048648105236,103.893823763306,9,1,3
ST. PATRICK'S ROAD,TIERRA VUE,15,1.3081098949528,103.913990172777,6,1,1
LORONG M TELOK KURAU,IDYLLIC RESIDENCES,15,1.31067589387575,103.912760068148,6,0,1
JALAN TAMAN,RIO GARDENS,12,1.32661285068821,103.864339686311,5,3,2
HILLVIEW AVENUE,THE LANAI,23,1.35599756098881,103.761252268339,1,0,1
ALEXANDRA VIEW,ASCENTIA SKY,3,1.29094473172583,103.817000115258,2,1,1
FORT ROAD,FORT GARDENS,15,1.29913857279489,103.884875985914,3,0,2
BUKIT TIMAH ROAD,KING'S ARCADE,10,1.32321028467967,103.810721263366,7,4,4
LORONG 27A GEYLANG,SIMS GREEN,14,1.31441038654771,103.884629689864,5,4,4
LORONG 19 GEYLANG,BOUGAINVILLA APARTMENTS,14,1.31345286890954,103.879458401694,2,3,3
RIVER VALLEY ROAD,RIVER VALLEY APARTMENTS,10,1.2953563795157,103.828940785646,2,4,4
HUME AVENUE,PARC PALAIS,21,1.35748480619436,103.766004633165,0,0,1
HONG SAN WALK,PALM GARDENS,23,1.37819479696272,103.747083682509,4,4,1
DALVEY ESTATE,D' DALVEY,10,1.32120450199924,103.821565541132,4,0,4
SIMEI STREET 4,MODENA,18,1.34274226649806,103.954892442215,5,3,2
DAISY ROAD,CLYDESWOOD,13,1.34440267692475,103.866276528364,4,0,2
JALAN DATOH,THE CITRINE,12,1.32733516756517,103.843323869087,9,3,3
HUME AVENUE,HUME PARK II,21,1.35720574175942,103.767242499208,0,0,1
BALMORAL ROAD,BELMOND GREEN,10,1.31620262071228,103.831319643036,8,1,4
KENG CHIN ROAD,BELLERIVE,10,1.31698670063917,103.830547014708,8,1,4
TAMPINES ROAD,FORTUNE PARK,19,1.36169891704105,103.890840106092,3,0,1
AKYAB ROAD,PAVILION 11,11,1.32458602112842,103.848173371262,4,2,2
KANG CHOO BIN ROAD,SUMMER SCENT,19,1.36582015580987,103.88224703827,2,0,1
FLORENCE ROAD,THE FLORENTINE,19,1.36635854300553,103.885815091695,6,0,2
ANCHORVALE CRESCENT,TREASURE CREST,19,1.39872138273536,103.892171293932,4,3,1
PASIR RIS STREET 72,WHITEWATER,18,1.37993635799156,103.935495173706,2,1,0
GUILLEMARD ROAD,ESTA RUBY,14,1.31390006507675,103.893617178884,5,2,3
KILLINEY ROAD,CLAREMONT,9,1.29612371629415,103.837596960133,5,2,6
CHOA CHU KANG AVENUE 3,WANDERVALE,23,1.38336337220948,103.749638826808,3,2,1
ST. MICHAEL'S ROAD,ST MICHAEL'S CONDOMINIUM,12,1.32645102587284,103.862799555963,5,3,2
YIO CHU KANG ROAD,HUNDRED PALMS RESIDENCES,19,1.37345331724801,103.877373281034,4,2,0
CANBERRA DRIVE,YISHUN EMERALD,27,1.43911656257616,103.830253676903,3,1,1
CANBERRA DRIVE,YISHUN SAPPHIRE,27,1.44076527720917,103.830495461097,3,1,1
SUFFOLK WALK,VIVA,11,1.31565586377638,103.844444721095,7,2,3
GEYLANG EAST AVENUE 2,SIMSVILLE,14,1.31703114737635,103.890499582849,5,6,4
BRISTOL ROAD,BRISTOL LODGE,8,1.31367620580123,103.849508320788,6,1,4
MARINE PARADE ROAD,SILVERSEA,15,1.29955807704199,103.901523915554,2,1,2
SIMEI STREET 4,SIMEI GREEN CONDOMINIUM,18,1.34169538178112,103.958080755214,3,0,4
LORONG 33 GEYLANG,SIMS MEADOWS,14,1.31481342923106,103.888046887621,5,3,4
MARTIN ROAD,MARTIN NO 38,9,1.29213320015397,103.838064913731,2,1,4
HILLVIEW AVENUE,HILLVIEW 128,23,1.35707968895277,103.76116513308,1,0,1
ELIAS ROAD,OASIS @ ELIAS,18,1.37695714547341,103.941637372458,4,2,1
BOON TECK ROAD,D'MIRA,12,1.32751838640442,103.849853998922,1,3,1
SIXTH AVENUE,THE SIXTH AVENUE RESIDENCES,10,1.32677106873653,103.793065725549,5,0,1
LORONG G TELOK KURAU,GRAND RESIDENCE,15,1.31678030928875,103.910244597596,3,0,2
BEDOK RESERVOIR ROAD,WATERFRONT WAVES,16,1.33822676719573,103.929909522243,4,0,1
LORONG 25A GEYLANG,RESIDENTIAL APARTMENTS,14,1.31481004137009,103.883081359049,5,3,3
PEMIMPIN DRIVE,SEASONS VIEW,20,1.35222442490505,103.841544324383,12,0,4
GUILLEMARD ROAD,CASSIA VIEW,14,1.31103276112231,103.886630140814,7,4,4
PASIR PANJANG HILL,VENTANA,5,1.28191631054644,103.785193046527,0,0,2
DOVER RISE,HERITAGE VIEW,5,1.3037155308885,103.783858583197,6,1,4
JALAN HAJIJAH,LANDBAY CONDOMINIUM,16,1.31360423997635,103.93581051646,0,0,2
LORONG 34 GEYLANG,CENTRAL MEADOWS,14,1.31225825932858,103.888161790535,8,2,5
PASIR PANJANG ROAD,ICON @ PASIR PANJANG,5,1.27948670070186,103.785756186651,0,0,2
LORONG 40 GEYLANG,THE SUNNY SPRING,14,1.31219203070087,103.889464697147,9,2,4
CEYLON LANE,PRESIDIO,15,1.31077475575451,103.89964318646,6,4,0
EDEN GROVE,8 EDEN GROVE,19,1.34477300646021,103.872318867919,6,0,4
FORD AVENUE,URBAN EDGE @ HOLLAND V,10,1.31302913243704,103.794375471653,0,4,4
MERGUI ROAD,CITYSCAPE @FARRER PARK,8,1.31802199387753,103.851593706635,7,2,2
LINCOLN ROAD,THE LINCOLN MODERN,11,1.31532312585557,103.843055868846,9,2,3
DUNEARN ROAD,DUNEARN LODGE,11,1.32496337821747,103.810317115677,8,3,4
EDEN GROVE,EDEN CREST,19,1.34510640009665,103.872067786316,6,0,4
ST. GEORGE'S ROAD,RESIDENTIAL APARTMENTS,12,1.32340263694069,103.86163080083,6,3,1
CHUN TIN ROAD,MANDARIN PARK,21,1.34493136118736,103.771799311552,2,0,1
SHANGHAI ROAD,CHARLESTON,10,1.2953224949112,103.827818619662,2,4,4
MOULMEIN ROAD,THE HUNTINGTON,11,1.31880224228412,103.845318707665,5,5,1
EWE BOON ROAD,HALLMARK RESIDENCES,10,1.31628003159882,103.831036955378,8,0,4
RIVER VALLEY GROVE,RIVERIA GARDENS,9,1.29728166021583,103.834690606647,5,4,5
LORONG MELAYU,EAST SHINE,14,1.32277514689737,103.909811553258,3,2,2
TEO KIM ENG ROAD,CASCATA,14,1.32840203522441,103.90860634862,6,0,2
PASIR PANJANG ROAD,PALM MANSIONS,5,1.28984245033113,103.778075197163,0,1,2
HOUGANG STREET 11,CENTRAL VIEW,19,1.35313774657052,103.87852553785,6,1,2
LORONG 108 CHANGI,STILLZ RESIDENCE,15,1.31627726515293,103.904948742515,3,1,1
HOUGANG STREET 92,REGENTVILLE,19,1.37311838440967,103.879919867759,5,2,0
HUME AVENUE,HILLVIEW GREEN,21,1.35820450511192,103.764151070734,0,0,1
HAZEL PARK TERRACE,HAZEL PARK CONDOMINIUM,23,1.37233349665866,103.76417768473,5,0,2
PASIR PANJANG ROAD,THE ESTIVA,5,1.28783491011902,103.778343299539,0,1,2
PASIR PANJANG ROAD,PASIR VIEW PARK,5,1.27880964969521,103.787553932401,0,0,2
TAN QUEE LAN STREET,HERITAGE PLACE,7,1.29858926583677,103.856405058091,4,2,11
LORONG K TELOK KURAU,SUNNY PARC,15,1.31337005210124,103.914756218153,7,0,2
KIM YAM ROAD,WATERFORD RESIDENCE,9,1.29379977411151,103.839422092697,5,2,8
ST. PATRICK'S ROAD,ST PATRICK'S COURT,15,1.30816008690643,103.912217322271,6,2,1
JALAN LOYANG BESAR,THE EDGEWATER,17,1.38029080909587,103.964674596342,1,0,0
JOO CHIAT ROAD,RESIDENTIAL APARTMENTS,15,1.30988280629988,103.902049825019,6,2,1
BEDOK RIA CRESCENT,STRATFORD COURT,16,1.32847324320348,103.95135621615,0,1,1
KIM TIAN ROAD,TWIN REGENCY,3,1.28499003747026,103.82889598252,1,3,2
EASTWOOD ROAD,EASTWOOD GREEN,16,1.32235926711929,103.954741499799,0,1,2
QUEENSWAY,QUEENSWAY TOWER,3,1.28759518939869,103.803397287789,0,1,1
WILKIE ROAD,WILKIE COURT,9,1.30324012981857,103.846773407007,7,4,10
IRRAWADDY ROAD,IRESIDENCES,12,1.32526434675063,103.845622069281,9,3,2
YONG SIAK STREET,YONG SIAK VIEW,3,1.28273291506553,103.830114614569,3,2,2
SALLIM ROAD,SALLIM LODGE,14,1.3257493113403,103.882621861308,3,2,3
LORONG 26 GEYLANG,BLOSSOM VIEW,14,1.31164773484524,103.885059930105,6,5,3
ONAN ROAD,MALVERN SPRINGS,15,1.3058747690711,103.903901156114,8,5,1
GILSTEAD ROAD,GILSTEAD 38,11,1.31814186950603,103.839151085711,9,2,3
HOLLAND ROAD,CONDOMINIUM DEVELOPMENT,10,1.31682151356259,103.783559539532,1,1,1
KALLANG ROAD,THE RIVERINE BY THE PARK,12,1.30963804234283,103.869220196792,0,1,3
SAMPAN PLACE,RIVEREDGE,15,1.30090514949244,103.881931213593,2,0,3
JALAN RUMBIA,THE IMPERIAL,9,1.29530425710738,103.842749479779,7,1,8
LORONG 27 GEYLANG,THE CENTREN,14,1.3139398304258,103.883560951253,5,4,3
HILLVIEW AVENUE,HILLINGTON GREEN,23,1.36017183682583,103.765098358202,3,1,1
MARGOLIOUTH ROAD,CHATELET,10,1.31997545891749,103.824304362753,4,1,3
RHU CROSS,COSTA RHU,15,1.29660974425015,103.867069174269,0,0,4
LORONG H TELOK KURAU,FIRST POINT SUITES,15,1.31646751608418,103.910189584737,3,0,2
BALMEG HILL,THE PEAK@BALMEG,5,1.28276774449777,103.783347843305,0,0,1
MARIAM WAY,BALLOTA PARK CONDOMINIUM,17,1.35887799120341,103.96852443877,0,1,0
SIMEI RISE,SAVANNAH CONDOPARK,18,1.34982870190689,103.961396601072,3,0,1
LORONG SARHAD,TREASURE PLACE,5,1.28055328985473,103.789301855854,0,0,2
PASIR PANJANG HILL,HORIZON RESIDENCES,5,1.28217914161626,103.78408271893,0,0,1
TAMPINES AVENUE 1,THE TROPICA,18,1.34790595042399,103.927935976278,0,1,0
DUNEARN ROAD,JARDIN,21,1.33772750116803,103.780072604798,1,3,2
SERANGOON AVENUE 3,AMARANDA GARDENS,19,1.34937434459702,103.866387120783,5,0,3
UPPER CHANGI ROAD EAST,SUNHAVEN,16,1.34813938708512,103.962084910434,3,0,1
SHELFORD ROAD,SHELFORD REGENCY,11,1.32659730501812,103.811332907782,7,2,3
OXLEY RISE,HOLLYWOOD APARTMENTS,9,1.29673926775369,103.842701828398,8,1,7
TEMBELING ROAD,PENG'S COURT,15,1.30821669142473,103.904238079912,8,6,1
HOLLAND HILL,PARVIS,10,1.31051228974201,103.800690250469,0,0,2
SHREWSBURY ROAD,RESIDENTIAL APARTMENTS,11,1.31831182509987,103.848635920836,6,2,2
EAST COAST ROAD,EAST GROVE,15,1.30880639855729,103.912761054209,6,1,1
LORONG 4 GEYLANG,FERN LODGE,14,1.31111580692247,103.876068248261,0,3,4
CHOA CHU KANG AVENUE 3,MI CASA,23,1.38406640468789,103.747765558059,4,1,1
DUCHESS AVENUE,CASABELLA,10,1.32414477042958,103.799825274548,12,0,2
WEST COAST ROAD,VARSITY PARK CONDOMINIUM,5,1.29464541913191,103.767167582575,0,0,0
LORONG M TELOK KURAU,MADEIRA COURT,15,1.31014647625515,103.909794520776,8,1,2
UPPER PAYA LEBAR ROAD,EVANIA,19,1.35011116524616,103.879134679556,8,1,3
HOLLAND ROAD,HOLLAND SUITES,10,1.31193961236165,103.799346050449,0,3,1
DUCHESS ROAD,THE TRESOR,10,1.32362413503101,103.806909004363,13,2,3
LORONG 101 CHANGI,PARK COURT,15,1.31559613406501,103.900194183852,4,6,3
TANJONG RHU ROAD,PARKSHORE,15,1.29673208730621,103.87063419752,0,0,3
CHOA CHU KANG AVENUE 5,INZ RESIDENCE,23,1.3749378909492,103.739739790529,4,1,0
STURDEE ROAD,KERRISDALE,8,1.3131227003568,103.857656215109,4,7,5
MACKENZIE ROAD,MACKENZIE REGENCY,9,1.3045365321175,103.849640464785,5,6,11
MOULMEIN RISE,THE SPRINGS,11,1.31911757962448,103.846655980088,5,5,1
ELLIOT WALK,EAST SIGNATURE,15,1.312255052662,103.931772326684,2,0,1
